期货代码,期货名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
br2510,丁二烯胶2510,0.96,14210.0,14210.0,14210.0,14210.0,135.0,-,-,-,1,71050.0,14075.0,-,-,113.br2510,上期所,2024-11-29 23:00:00,2024-11-29
041101,IF2501,0.96,3908.2,3965.6,3870.4,3872.8,37.0,-,1.56,-,8953,10511379720.0,3869.2,1172460,-,8.041101,中金所,2024-11-29 15:26:27,2024-11-29
040121,IF下月连续,0.96,3908.2,3965.6,3870.4,3872.8,37.0,-,1.56,-,8953,10511379720.0,3869.2,1172460,-,8.040121,中金所,2024-11-29 15:26:27,2024-11-29
zn2508,沪锌2508,0.95,24850.0,24980.0,24720.0,24735.0,235.0,-,-,-,19,2360700.0,24650.0,-,-,113.zn2508,上期所,2024-11-30 01:00:00,2024-11-29
ag2505,沪银2505,0.94,7727.0,7784.0,7703.0,7750.0,72.0,-,0.88,-,7231,839619945.0,7735.0,-,-,113.ag2505,上期所,2024-11-30 02:30:00,2024-11-29
ag2412,沪银2412,0.92,7652.0,7710.0,7555.0,7667.0,70.0,-,0.12,-,6450,741884130.0,7660.0,-,-,113.ag2412,上期所,2024-11-30 02:30:00,2024-11-29
041103,IF2503,0.91,3911.2,3969.0,3872.6,3872.6,35.2,-,1.31,-,37563,44161750080.0,3872.8,1173360,-,8.041103,中金所,2024-11-29 15:26:27,2024-11-29
040131,IF次主力合约,0.91,3911.2,3969.0,3872.6,3872.6,35.2,-,1.31,-,37563,44161750080.0,3872.8,1173360,-,8.040131,中金所,2024-11-29 15:26:27,2024-11-29
040122,IF下季连续,0.91,3911.2,3969.0,3872.6,3872.6,35.2,-,1.31,-,37563,44161750080.0,3872.8,1173360,-,8.040122,中金所,2024-11-29 15:26:27,2024-11-29
CYM,棉纱主连,0.9,20080.0,20165.0,20000.0,20000.0,180.0,-,2.3,-,1933,194266500.0,19995.0,-,-,115.CYM,郑商所,2024-11-29 23:00:00,2024-11-29
CY503,棉纱503,0.9,20080.0,20165.0,20000.0,20000.0,180.0,-,2.3,-,1933,194266500.0,19995.0,-,-,115.CY503,郑商所,2024-11-29 23:00:00,2024-11-29
ao2510,氧化铝2510,0.89,3836.0,3839.0,3813.0,3813.0,34.0,-,-,-,59,4516840.0,3800.0,-,-,113.ao2510,上期所,2024-11-30 01:00:00,2024-11-29
ag2510,沪银2510,0.89,7795.0,7846.0,7767.0,7819.0,69.0,-,0.68,-,1346,157669260.0,7799.0,-,-,113.ag2510,上期所,2024-11-30 02:30:00,2024-11-29
ao2506,氧化铝2506,0.89,4068.0,4094.0,4021.0,4021.0,36.0,-,-,-,67,5458780.0,4033.0,-,-,113.ao2506,上期所,2024-11-30 01:00:00,2024-11-29
ag2506,沪银2506,0.89,7743.0,7797.0,7715.0,7759.0,68.0,-,0.73,-,16176,1881426225.0,7746.0,-,-,113.ag2506,上期所,2024-11-30 02:30:00,2024-11-29
PFM,短纤主连,0.87,6922.0,6926.0,6894.0,6900.0,60.0,-,0.95,-,38452,1329285640.0,6900.0,-,-,115.PFM,郑商所,2024-11-29 23:00:00,2024-11-29
PF502,短纤502,0.87,6922.0,6926.0,6894.0,6900.0,60.0,-,0.95,-,38452,1329285640.0,6900.0,-,-,115.PF502,郑商所,2024-11-29 23:00:00,2024-11-29
ag2509,沪银2509,0.87,7780.0,7836.0,7756.0,7811.0,67.0,-,0.4,-,1319,154225530.0,7784.0,-,-,113.ag2509,上期所,2024-11-30 02:30:00,2024-11-29
ag2501,沪银2501,0.84,7677.0,7732.0,7651.0,7722.0,64.0,-,0.64,-,10547,1216395795.0,7684.0,-,-,113.ag2501,上期所,2024-11-30 02:30:00,2024-11-29
ag2511,沪银2511,0.84,7805.0,7859.0,7780.0,7831.0,65.0,-,1.02,-,336,39398085.0,7809.0,-,-,113.ag2511,上期所,2024-11-30 02:30:00,2024-11-29
ebm,苯乙烯主连,0.82,8433.0,8435.0,8350.0,8410.0,69.0,-,0.98,-,60459,2536083005.0,8404.0,-,-,114.ebm,大商所,2024-11-29 23:00:00,2024-11-29
eb2501,苯乙烯2501,0.82,8433.0,8435.0,8350.0,8410.0,69.0,-,0.98,-,60459,2536083005.0,8404.0,-,-,114.eb2501,大商所,2024-11-29 23:00:00,2024-11-29
PFS,短纤次主连,0.82,6902.0,6904.0,6876.0,6876.0,56.0,-,0.86,-,6947,239393620.0,6884.0,-,-,115.PFS,郑商所,2024-11-29 23:00:00,2024-11-29
PF503,短纤503,0.82,6902.0,6904.0,6876.0,6876.0,56.0,-,0.83,-,6947,239393620.0,6884.0,-,-,115.PF503,郑商所,2024-11-29 23:00:00,2024-11-29
PF508,短纤508,0.81,6930.0,6930.0,6918.0,6918.0,56.0,-,-,-,2,69240.0,6868.0,-,-,115.PF508,郑商所,2024-11-29 22:59:58,2024-11-29
eg2506,乙二醇2506,0.81,4737.0,4737.0,4737.0,4737.0,38.0,-,-,-,1,47370.0,4699.0,-,-,114.eg2506,大商所,2024-11-29 22:59:58,2024-11-29
ag2507,沪银2507,0.81,7762.0,7810.0,7729.0,7777.0,62.0,-,0.63,-,414,48226110.0,7764.0,-,-,113.ag2507,上期所,2024-11-30 02:30:00,2024-11-29
eb2503,苯乙烯2503,0.8,8525.0,8525.0,8450.0,8505.0,68.0,-,1.01,-,2311,98042445.0,8496.0,-,-,114.eb2503,大商所,2024-11-29 22:59:58,2024-11-29
nr2412,20号胶2412,0.8,14495.0,14495.0,14295.0,14295.0,115.0,-,0.17,-,20,2879000.0,14595.0,-,-,142.nr2412,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
PF501,短纤501,0.79,6876.0,6882.0,6848.0,6848.0,54.0,-,0.59,-,4351,149413340.0,6858.0,-,-,115.PF501,郑商所,2024-11-29 23:00:00,2024-11-29
ag2508,沪银2508,0.78,7769.0,7822.0,7741.0,7793.0,60.0,-,0.64,-,1914,223278600.0,7774.0,-,-,113.ag2508,上期所,2024-11-30 02:30:00,2024-11-29
ec2508,欧线集运2508,0.78,1999.9,2036.6,1955.4,1970.0,15.4,-,0.54,-,3768,375618435.0,1971.4,-,-,142.ec2508,上海能源期货交易所,2024-11-29 21:00:00,2024-11-29
ps,棕榈油次主连,0.77,9378.0,9454.0,9320.0,9390.0,72.0,-,1.27,-,128779,12095102520.0,9380.0,-,-,114.ps,大商所,2024-11-29 23:00:00,2024-11-29
p2505,棕榈油2505,0.77,9378.0,9454.0,9320.0,9390.0,72.0,-,1.27,-,128779,12095102520.0,9380.0,-,-,114.p2505,大商所,2024-11-29 23:00:00,2024-11-29
l2412,塑料2412,0.76,8700.0,8700.0,8614.0,8614.0,66.0,-,-,-,59,2560140.0,8680.0,-,-,114.l2412,大商所,2024-11-29 22:58:48,2024-11-29
PF504,短纤504,0.76,6886.0,6888.0,6874.0,6888.0,52.0,-,-,-,16,550720.0,6870.0,-,-,115.PF504,郑商所,2024-11-29 22:59:56,2024-11-29
lus,低硫燃油次主连,0.76,3857.0,3867.0,3836.0,3836.0,29.0,-,1.16,-,15416,593529570.0,3832.0,-,-,142.lus,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
lu2503,低硫燃油2503,0.76,3857.0,3867.0,3836.0,3836.0,29.0,-,1.16,-,15416,593529570.0,3832.0,-,-,142.lu2503,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
eb2504,苯乙烯2504,0.76,8535.0,8537.0,8465.0,8511.0,64.0,-,1.98,-,711,30211105.0,8509.0,-,-,114.eb2504,大商所,2024-11-29 22:59:58,2024-11-29
lum,低硫燃油主连,0.75,3874.0,3882.0,3856.0,3875.0,29.0,-,0.9,-,31053,1200870430.0,3845.0,-,-,142.lum,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
lu2502,低硫燃油2502,0.75,3874.0,3882.0,3856.0,3875.0,29.0,-,0.9,-,31053,1200870430.0,3845.0,-,-,142.lu2502,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
bu2508,沥青2508,0.74,3535.0,3549.0,3535.0,3546.0,26.0,-,-,-,6,212620.0,3527.0,-,-,113.bu2508,上期所,2024-11-29 23:00:00,2024-11-29
ao2412,氧化铝2412,0.74,5580.0,5590.0,5560.0,5561.0,41.0,-,0.13,-,540,60264000.0,5570.0,-,-,113.ao2412,上期所,2024-11-30 01:00:00,2024-11-29
nr2505,20号胶2505,0.74,15040.0,15045.0,14890.0,14940.0,110.0,-,0.73,-,87,13019700.0,14925.0,-,-,142.nr2505,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
lu2504,低硫燃油2504,0.73,3838.0,3846.0,3823.0,3830.0,28.0,-,2.9,-,697,26685610.0,3810.0,-,-,142.lu2504,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
ebs,苯乙烯次主连,0.73,8471.0,8474.0,8394.0,8460.0,61.0,-,0.88,-,10584,446152660.0,8445.0,-,-,114.ebs,大商所,2024-11-29 22:59:59,2024-11-29
eb2502,苯乙烯2502,0.73,8471.0,8474.0,8394.0,8460.0,61.0,-,0.96,-,10584,446152660.0,8445.0,-,-,114.eb2502,大商所,2024-11-29 22:59:59,2024-11-29
lu2510,低硫燃油2510,0.72,3780.0,3787.0,3768.0,3768.0,27.0,-,-,-,5,188780.0,3765.0,-,-,142.lu2510,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
egs,乙二醇次主连,0.7,4719.0,4725.0,4686.0,4686.0,33.0,-,1.87,-,13269,625178510.0,4700.0,-,-,114.egs,大商所,2024-11-29 23:00:00,2024-11-29
eg2505,乙二醇2505,0.7,4719.0,4725.0,4686.0,4686.0,33.0,-,1.87,-,13269,625178510.0,4700.0,-,-,114.eg2505,大商所,2024-11-29 23:00:00,2024-11-29
PF505,短纤505,0.7,6886.0,6888.0,6862.0,6870.0,48.0,-,2.15,-,516,17755560.0,6866.0,-,-,115.PF505,郑商所,2024-11-29 22:59:56,2024-11-29
p2511,棕榈油2511,0.69,8406.0,8486.0,8406.0,8460.0,58.0,-,-,-,12,1015080.0,8422.0,-,-,114.p2511,大商所,2024-11-29 22:59:54,2024-11-29
lu2505,低硫燃油2505,0.68,3823.0,3830.0,3809.0,3814.0,26.0,-,0.69,-,83,3168130.0,3800.0,-,-,142.lu2505,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
eg2507,乙二醇2507,0.68,4746.0,4746.0,4746.0,4746.0,32.0,-,-,-,1,47460.0,4712.0,-,-,114.eg2507,大商所,2024-11-29 23:00:00,2024-11-29
egm,乙二醇主连,0.67,4632.0,4645.0,4611.0,4622.0,31.0,-,1.33,-,71437,3306933770.0,4622.0,-,-,114.egm,大商所,2024-11-29 23:00:00,2024-11-29
eg2501,乙二醇2501,0.67,4632.0,4645.0,4611.0,4622.0,31.0,-,1.33,-,71437,3306933770.0,4622.0,-,-,114.eg2501,大商所,2024-11-29 23:00:00,2024-11-29
eg2502,乙二醇2502,0.67,4665.0,4676.0,4644.0,4652.0,31.0,-,1.85,-,665,31002490.0,4652.0,-,-,114.eg2502,大商所,2024-11-29 23:00:00,2024-11-29
eg2504,乙二醇2504,0.66,4738.0,4739.0,4735.0,4735.0,31.0,-,-,-,13,615910.0,4706.0,-,-,114.eg2504,大商所,2024-11-29 22:59:58,2024-11-29
nr2503,20号胶2503,0.64,14920.0,14940.0,14760.0,14760.0,95.0,-,1.08,-,3640,541865200.0,14790.0,-,-,142.nr2503,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
lcm,碳酸锂主连,0.64,78550.0,79750.0,77900.0,78400.0,500.0,-,0.98,-,280300,22096572250.0,78500.0,-,-,225.lcm,广期所,2024-11-29 15:00:28,2024-11-29
lc2501,碳酸锂2501,0.64,78550.0,79750.0,77900.0,78400.0,500.0,-,0.98,-,280300,22096572250.0,78500.0,-,-,225.lc2501,广期所,2024-11-29 15:00:28,2024-11-29
bu2509,沥青2509,0.63,3523.0,3534.0,3519.0,3519.0,22.0,-,-,-,23,811160.0,3507.0,-,-,113.bu2509,上期所,2024-11-29 23:00:00,2024-11-29
AP503,苹果503,0.62,7756.0,7767.0,7689.0,7720.0,48.0,-,0.86,-,963,74468790.0,7733.0,-,-,115.AP503,郑商所,2024-11-29 21:00:00,2024-11-29
ao2511,氧化铝2511,0.58,3791.0,3798.0,3777.0,3781.0,22.0,-,-,-,106,8036160.0,3774.0,-,-,113.ao2511,上期所,2024-11-30 01:00:00,2024-11-29
fu2505,燃油2505,0.58,3106.0,3108.0,3083.0,3088.0,18.0,-,1.82,-,29007,897118730.0,3085.0,-,-,113.fu2505,上期所,2024-11-29 23:00:00,2024-11-29
nrs,20号胶次主连,0.58,14865.0,14915.0,14725.0,14800.0,85.0,-,1.33,-,17598,2612597650.0,14760.0,-,-,142.nrs,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
nr2502,20号胶2502,0.58,14865.0,14915.0,14725.0,14800.0,85.0,-,1.33,-,17598,2612597650.0,14760.0,-,-,142.nr2502,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
CF509,棉花509,0.56,14295.0,14300.0,14250.0,14255.0,80.0,-,3.37,-,1213,86608200.0,14270.0,-,-,115.CF509,郑商所,2024-11-29 22:59:59,2024-11-29
eb2509,苯乙烯2509,0.56,8433.0,8433.0,8398.0,8403.0,47.0,-,-,-,10,420620.0,8430.0,-,-,114.eb2509,大商所,2024-11-29 22:59:53,2024-11-29
eb2505,苯乙烯2505,0.56,8507.0,8512.0,8441.0,8488.0,47.0,-,1.21,-,145,6144525.0,8488.0,-,-,114.eb2505,大商所,2024-11-29 22:59:57,2024-11-29
eb2412,苯乙烯2412,0.55,8419.0,8427.0,8390.0,8406.0,46.0,-,0.06,-,485,20399525.0,8405.0,-,-,114.eb2412,大商所,2024-11-29 22:59:47,2024-11-29
lu2509,低硫燃油2509,0.53,3785.0,3785.0,3785.0,3785.0,20.0,-,-,-,1,37850.0,3783.0,-,-,142.lu2509,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
CJM,红枣主连,0.53,9495.0,9640.0,9450.0,9485.0,50.0,-,1.2,-,64515,3082204125.0,9460.0,-,-,115.CJM,郑商所,2024-11-29 21:00:00,2024-11-29
CJ501,红枣501,0.53,9495.0,9640.0,9450.0,9485.0,50.0,-,1.2,-,64515,3082204125.0,9460.0,-,-,115.CJ501,郑商所,2024-11-29 21:00:00,2024-11-29
wrm,线材主连,0.53,3614.0,3650.0,3610.0,3616.0,19.0,-,-,-,29,1050850.0,3607.0,-,-,113.wrm,上期所,2024-11-29 21:00:00,2024-11-29
wr2501,线材2501,0.53,3614.0,3650.0,3610.0,3616.0,19.0,-,-,-,29,1050850.0,3607.0,-,-,113.wr2501,上期所,2024-11-29 21:00:00,2024-11-29
lu2506,低硫燃油2506,0.53,3810.0,3810.0,3797.0,3797.0,20.0,-,-,-,7,266200.0,3799.0,-,-,142.lu2506,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
jd2509,鸡蛋2509,0.52,3893.0,3899.0,3868.0,3875.0,20.0,-,1.73,-,2337,90773170.0,3874.0,-,-,114.jd2509,大商所,2024-11-29 21:00:00,2024-11-29
au2512,沪金2512,0.52,627.92,628.28,625.42,627.18,3.22,-,0.77,-,255,159881160.0,627.66,-,-,113.au2512,上期所,2024-11-30 02:30:00,2024-11-29
sp2502,纸浆2502,0.51,5876.0,5900.0,5856.0,5856.0,30.0,-,-,-,67,3944020.0,5860.0,-,-,113.sp2502,上期所,2024-11-29 23:00:00,2024-11-29
pg2510,LPG2510,0.51,4713.0,4713.0,4713.0,4713.0,24.0,-,-,-,2,188540.0,4689.0,-,-,114.pg2510,大商所,2024-11-29 22:59:59,2024-11-29
nr2504,20号胶2504,0.5,14955.0,15110.0,14830.0,14850.0,75.0,-,0.71,-,170,25382900.0,14835.0,-,-,142.nr2504,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
fu2507,燃油2507,0.5,3041.0,3044.0,3026.0,3034.0,15.0,-,-,-,396,12020050.0,3024.0,-,-,113.fu2507,上期所,2024-11-29 23:00:00,2024-11-29
sn2511,沪锡2511,0.49,242040.0,242040.0,242040.0,242040.0,1190.0,-,-,-,1,242040.0,236820.0,-,-,113.sn2511,上期所,2024-11-30 01:00:00,2024-11-29
CF511,棉花511,0.49,14390.0,14395.0,14370.0,14370.0,70.0,-,-,-,5,359625.0,14365.0,-,-,115.CF511,郑商所,2024-11-29 22:59:59,2024-11-29
au2510,沪金2510,0.49,625.6,626.36,623.36,625.22,3.04,-,0.89,-,2059,1286819980.0,625.86,-,-,113.au2510,上期所,2024-11-30 02:30:00,2024-11-29
pg2508,LPG2508,0.49,4340.0,4340.0,4338.0,4338.0,21.0,-,-,-,2,173560.0,4336.0,-,-,114.pg2508,大商所,2024-11-29 23:00:00,2024-11-29
jd2508,鸡蛋2508,0.48,3961.0,3963.0,3928.0,3940.0,19.0,-,2.38,-,1608,63467530.0,3940.0,-,-,114.jd2508,大商所,2024-11-29 21:00:00,2024-11-29
MA508,甲醇508,0.48,2533.0,2533.0,2533.0,2533.0,12.0,-,-,-,1,25330.0,2541.0,-,-,115.MA508,郑商所,2024-11-29 22:59:57,2024-11-29
nrm,20号胶主连,0.48,14800.0,14840.0,14660.0,14665.0,70.0,-,0.81,-,25441,3759095900.0,14695.0,-,-,142.nrm,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
nr2501,20号胶2501,0.48,14800.0,14840.0,14660.0,14665.0,70.0,-,0.81,-,25441,3759095900.0,14695.0,-,-,142.nr2501,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
pg2504,LPG2504,0.47,4659.0,4667.0,4626.0,4633.0,22.0,-,2.9,-,1390,129343340.0,4648.0,-,-,114.pg2504,大商所,2024-11-29 23:00:00,2024-11-29
aum,沪金主连,0.47,618.22,619.46,616.16,618.14,2.88,-,0.72,-,150567,93038618720.0,618.8,-,-,113.aum,上期所,2024-11-30 02:30:00,2024-11-29
au2502,沪金2502,0.47,618.22,619.46,616.16,618.14,2.88,-,0.72,-,150567,93038618720.0,618.8,-,-,113.au2502,上期所,2024-11-30 02:30:00,2024-11-29
al2507,沪铝2507,0.47,20515.0,20515.0,20450.0,20475.0,95.0,-,-,-,22,2252250.0,20495.0,-,-,113.al2507,上期所,2024-11-30 01:00:00,2024-11-29
au2508,沪金2508,0.46,623.9,624.68,621.5,623.6,2.86,-,0.76,-,1252,780237040.0,624.32,-,-,113.au2508,上期所,2024-11-30 02:30:00,2024-11-29
fu2506,燃油2506,0.46,3069.0,3072.0,3051.0,3056.0,14.0,-,2.93,-,352,10768120.0,3053.0,-,-,113.fu2506,上期所,2024-11-29 23:00:00,2024-11-29
lc2412,碳酸锂2412,0.45,78050.0,79200.0,77450.0,78050.0,350.0,-,1.16,-,7056,552002050.0,78000.0,-,-,225.lc2412,广期所,2024-11-29 15:00:28,2024-11-29
eb2506,苯乙烯2506,0.45,8486.0,8487.0,8421.0,8431.0,38.0,-,-,-,55,2325465.0,8477.0,-,-,114.eb2506,大商所,2024-11-29 22:59:59,2024-11-29
sps,纸浆次主连,0.44,5900.0,5928.0,5878.0,5892.0,26.0,-,1.17,-,13204,780202200.0,5882.0,-,-,113.sps,上期所,2024-11-29 23:00:00,2024-11-29
sp2503,纸浆2503,0.44,5900.0,5928.0,5878.0,5892.0,26.0,-,1.17,-,13204,780202200.0,5882.0,-,-,113.sp2503,上期所,2024-11-29 23:00:00,2024-11-29
pgs,LPG次主连,0.44,4332.0,4348.0,4305.0,4323.0,19.0,-,1.14,-,4371,378505520.0,4330.0,-,-,114.pgs,大商所,2024-11-29 22:59:59,2024-11-29
pg2502,LPG2502,0.44,4332.0,4348.0,4305.0,4323.0,19.0,-,1.1,-,4371,378505520.0,4330.0,-,-,114.pg2502,大商所,2024-11-29 22:59:59,2024-11-29
fu2509,燃油2509,0.44,2967.0,2969.0,2951.0,2960.0,13.0,-,0.69,-,914,27053100.0,2950.0,-,-,113.fu2509,上期所,2024-11-29 23:00:00,2024-11-29
PF509,短纤509,0.44,6890.0,6908.0,6890.0,6892.0,30.0,-,-,-,5,172350.0,6882.0,-,-,115.PF509,郑商所,2024-11-29 22:59:56,2024-11-29
CF503,棉花503,0.43,14075.0,14085.0,14030.0,14030.0,60.0,-,1.02,-,5987,420886100.0,14045.0,-,-,115.CF503,郑商所,2024-11-29 23:00:00,2024-11-29
au2412,沪金2412,0.43,616.7,617.6,614.64,616.8,2.62,-,0.03,-,957,589716660.0,617.12,-,-,113.au2412,上期所,2024-11-30 02:30:00,2024-11-29
FGS,玻璃次主连,0.43,1415.0,1423.0,1411.0,1420.0,6.0,-,1.21,-,71304,2019329280.0,1420.0,-,-,115.FGS,郑商所,2024-11-29 23:00:00,2024-11-29
FG505,玻璃505,0.43,1415.0,1423.0,1411.0,1420.0,6.0,-,1.21,-,71304,2019329280.0,1420.0,-,-,115.FG505,郑商所,2024-11-29 23:00:00,2024-11-29
aus,沪金次主连,0.42,620.0,621.22,617.92,620.16,2.62,-,0.5,-,21109,13079729700.0,620.5,-,-,113.aus,上期所,2024-11-30 02:30:00,2024-11-29
au2504,沪金2504,0.42,620.0,621.22,617.92,620.16,2.62,-,0.69,-,21109,13079729700.0,620.5,-,-,113.au2504,上期所,2024-11-30 02:30:00,2024-11-29
PR504,瓶片504,0.42,6166.0,6186.0,6160.0,6160.0,26.0,-,-,-,14,1296120.0,6140.0,-,-,115.PR504,郑商所,2024-11-29 22:59:59,2024-11-29
071112,IH2412,0.42,2625.0,2665.0,2615.4,2619.0,11.0,-,1.18,-,61535,48637145220.0,2613.8,787500,-,8.071112,中金所,2024-11-29 15:26:27,2024-11-29
070130,IH主力合约,0.42,2625.0,2665.0,2615.4,2619.0,11.0,-,1.18,-,61535,48637145220.0,2613.8,787500,-,8.070130,中金所,2024-11-29 15:26:27,2024-11-29
070120,IH当月连续,0.42,2625.0,2665.0,2615.4,2619.0,11.0,-,1.18,-,61535,48637145220.0,2613.8,787500,-,8.070120,中金所,2024-11-29 15:26:27,2024-11-29
071103,IH2503,0.42,2631.4,2672.8,2621.2,2622.0,11.0,-,1.35,-,18097,14348661480.0,2619.2,789420,-,8.071103,中金所,2024-11-29 15:26:27,2024-11-29
070131,IH次主力合约,0.42,2631.4,2672.8,2621.2,2622.0,11.0,-,1.35,-,18097,14348661480.0,2619.2,789420,-,8.070131,中金所,2024-11-29 15:26:27,2024-11-29
070122,IH下季连续,0.42,2631.4,2672.8,2621.2,2622.0,11.0,-,1.35,-,18097,14348661480.0,2619.2,789420,-,8.070122,中金所,2024-11-29 15:26:27,2024-11-29
alm,沪铝主连,0.42,20420.0,20425.0,20320.0,20370.0,85.0,-,0.57,-,45439,4627921025.0,20390.0,-,-,113.alm,上期所,2024-11-30 01:00:00,2024-11-29
al2501,沪铝2501,0.42,20420.0,20425.0,20320.0,20370.0,85.0,-,0.57,-,45439,4627921025.0,20390.0,-,-,113.al2501,上期所,2024-11-30 01:00:00,2024-11-29
TA504,PTA504,0.41,4872.0,4872.0,4872.0,4872.0,20.0,-,-,-,1,24360.0,4878.0,-,-,115.TA504,郑商所,2024-11-29 22:59:59,2024-11-29
jm2509,焦煤2509,0.41,1342.0,1342.0,1337.5,1337.5,5.5,-,-,-,61,4907430.0,1332.0,-,-,114.jm2509,大商所,2024-11-29 23:00:00,2024-11-29
spm,纸浆主连,0.41,5866.0,5888.0,5844.0,5858.0,24.0,-,1.01,-,67767,3977425960.0,5844.0,-,-,113.spm,上期所,2024-11-29 23:00:00,2024-11-29
sp2501,纸浆2501,0.41,5866.0,5888.0,5844.0,5858.0,24.0,-,1.01,-,67767,3977425960.0,5844.0,-,-,113.sp2501,上期所,2024-11-29 23:00:00,2024-11-29
ru2508,橡胶2508,0.41,18445.0,18450.0,18410.0,18415.0,75.0,-,-,-,7,1290000.0,18335.0,-,-,113.ru2508,上期所,2024-11-29 23:00:00,2024-11-29
AP504,苹果504,0.41,7884.0,7904.0,7814.0,7840.0,32.0,-,-,-,90,7082100.0,7858.0,-,-,115.AP504,郑商所,2024-11-29 21:00:00,2024-11-29
TA508,PTA508,0.41,4940.0,4950.0,4940.0,4950.0,20.0,-,-,-,3,74190.0,4946.0,-,-,115.TA508,郑商所,2024-11-29 22:59:59,2024-11-29
pg2503,LPG2503,0.41,4210.0,4228.0,4187.0,4193.0,17.0,-,1.75,-,2514,211600840.0,4208.0,-,-,114.pg2503,大商所,2024-11-29 22:59:53,2024-11-29
sp2510,纸浆2510,0.41,5944.0,5964.0,5944.0,5964.0,24.0,-,-,-,2,119080.0,5928.0,-,-,113.sp2510,上期所,2024-11-29 23:00:00,2024-11-29
TA510,PTA510,0.4,4980.0,4980.0,4980.0,4980.0,20.0,-,-,-,1,24900.0,4990.0,-,-,115.TA510,郑商所,2024-11-29 22:59:57,2024-11-29
eg2509,乙二醇2509,0.4,4751.0,4760.0,4735.0,4760.0,19.0,-,-,-,43,2041850.0,4740.0,-,-,114.eg2509,大商所,2024-11-29 22:59:52,2024-11-29
071106,IH2506,0.4,2629.6,2673.0,2621.2,2624.6,10.4,-,1.6,-,5211,4128983940.0,2619.6,788880,-,8.071106,中金所,2024-11-29 15:26:27,2024-11-29
070123,IH隔季连续,0.4,2629.6,2673.0,2621.2,2624.6,10.4,-,1.6,-,5211,4128983940.0,2619.6,788880,-,8.070123,中金所,2024-11-29 15:26:27,2024-11-29
SRM,白糖主连,0.39,6106.0,6125.0,6084.0,6109.0,24.0,-,1.59,-,183819,11220311760.0,6135.0,-,-,115.SRM,郑商所,2024-11-29 23:00:00,2024-11-29
SR501,白糖501,0.39,6106.0,6125.0,6084.0,6109.0,24.0,-,1.59,-,183819,11220311760.0,6135.0,-,-,115.SR501,郑商所,2024-11-29 23:00:00,2024-11-29
eb2507,苯乙烯2507,0.39,8450.0,8450.0,8420.0,8420.0,33.0,-,-,-,7,295165.0,8417.0,-,-,114.eb2507,大商所,2024-11-29 22:59:59,2024-11-29
CF507,棉花507,0.39,14145.0,14155.0,14115.0,14120.0,55.0,-,0.8,-,96,6784800.0,14130.0,-,-,115.CF507,郑商所,2024-11-29 22:59:59,2024-11-29
pg2507,LPG2507,0.39,4407.0,4407.0,4407.0,4407.0,17.0,-,-,-,1,88140.0,4381.0,-,-,114.pg2507,大商所,2024-11-29 22:59:57,2024-11-29
pg2509,LPG2509,0.38,4264.0,4266.0,4235.0,4235.0,16.0,-,-,-,10,851520.0,4250.0,-,-,114.pg2509,大商所,2024-11-29 22:59:57,2024-11-29
FG503,玻璃503,0.38,1333.0,1338.0,1327.0,1338.0,5.0,-,1.77,-,849,22600380.0,1336.0,-,-,115.FG503,郑商所,2024-11-29 22:59:58,2024-11-29
APM,苹果主连,0.37,7788.0,7803.0,7725.0,7736.0,29.0,-,0.79,-,69705,5418169650.0,7757.0,-,-,115.APM,郑商所,2024-11-29 21:00:00,2024-11-29
AP501,苹果501,0.37,7788.0,7803.0,7725.0,7736.0,29.0,-,0.79,-,69705,5418169650.0,7757.0,-,-,115.AP501,郑商所,2024-11-29 21:00:00,2024-11-29
fu2508,燃油2508,0.37,3009.0,3011.0,2996.0,3000.0,11.0,-,-,-,79,2372780.0,2995.0,-,-,113.fu2508,上期所,2024-11-29 23:00:00,2024-11-29
rus,橡胶次主连,0.36,18045.0,18095.0,17955.0,17955.0,65.0,-,0.45,-,24661,4444631650.0,17985.0,-,-,113.rus,上期所,2024-11-29 23:00:00,2024-11-29
ru2501,橡胶2501,0.36,18045.0,18095.0,17955.0,17955.0,65.0,-,0.43,-,24661,4444631650.0,17985.0,-,-,113.ru2501,上期所,2024-11-29 23:00:00,2024-11-29
